,title,text,uuid
367,Can a creditor refer my account to a collection agency before my debt is due? Do I have to be told before a debt is turned in to collections?,"While the creditor does not have to tell you before sending your account to a debt collector, usually they will try and collect the debt from you before sending to a collector.",dA5CZ3sYJsgggK32D96ZB4
368,What should I do if the house or apartment I’m renting goes into foreclosure?,"Know Your Rights, look for notices, ask questions. You may want to consult an attorney.",LmCaai3dxwEnqo8QdExPdB
369,"If I have a Perkins loan and I am interested in Public Service Loan Forgiveness, what do I need to know?","Before you enroll in Public Service Loan Forgiveness, you should know that if you have a Perkins loan, you may be eligible for a different benefit if you work in certain public service professions.",eGtqkatvvBiHj4HprNdXQD
370,What is Pay As You Earn (PAYE)? How do I know if I qualify?,"Pay As You Earn, or PAYE, is a new federal student loan repayment plan that is now available to some borrowers with newer federal loans. It caps your monthly federal student loan payment at 10 percent of your discretionary income.",LGXLuLSBEfyqcepVn5Y4cE
371,Public Service Loan Forgiveness requires ten years of monthly payments to qualify for loan forgiveness. Do I get any benefit if I fall short?,"If you leave public service even one monthly payment short of the required 120, you will not be eligible for loan forgiveness and will be required to repay in full.",BHHCXshp5hQ6gCPfGJAMpt
372,I understand that there may be other student loan benefits for certain teachers. Is Public Service Loan Forgiveness always the best choice?,"Highly-qualified teachers in certain low-income schools may be eligible for a different loan forgiveness program that provides $5,000 in loan forgiveness after the completion of five academic years as an elementary or secondary school teacher. Highly-qualified math, science or special education teachers may be eligible for up to $17,500 in loan forgiveness after the completion of five academic years as a teacher in an eligible school.",L4XXX8TAzVwdxTjcCkMifd
373,I want to certify that I work for a qualified employer in order to qualify for Public Service Loan Forgiveness. What do I do?,Complete the Employment Certification for Public Service Loan Forgiveness  to keep track of your eligible employment and qualifying loan payments under the Public Service Loan Forgiveness program.,ZEap5Y4UNWTyegnqj2BDVw
374,How can I get a refund on a product or service I purchased with my credit card?,"First, reach out to the company that sold the product or service to you. Explain the issue. Maybe the product you received was defective or you didn’t receive what you ordered. Ask the company if it will reverse the charge.",g9ynYWN4pFW6bkkQ99FEuN
375,I recently inherited a house. The mortgage lender said it’s required to determine my “ability to repay” before it will let me take over the mortgage loan. Is this true?,"Not necessarily. If you already have title to the house, the CFPB’s rules don’t require the lender or servicer to determine your ability to repay before it lets you take over the mortgage loan.",gE4tLVAiMnkoYGHi7K5hTG
376,I recently declared bankruptcy. Now my mortgage servicer said it’s not allowed to send me a monthly mortgage statement. Is that correct?,No. The CFPB’s rules don’t prevent your mortgage servicer from sending you a periodic mortgage statement if you’re going through bankruptcy.,fwzsDngdgU6DrAUnwZehCe
377,How can I protect myself and others I care about from fraud and scams?,There are several steps you can take to protect yourself and others from fraud and scams.,hmQ7YC8jJdi99FW8UEPsM2
378,"How can I tell if a friend, neighbor, or family member is a victim of financial exploitation?",Look out for common signs of financial exploitation.,5nX9ua6QijCKnUcsPqYFCZ
379,My loans are eligible for a deferment because I’m serving in the military or volunteering in the Peace Corps. What does this mean?,A student loan deferment is a repayment arrangement that postpones your monthly student loan payment for a period of time.,RZF3s4c8gCAMVgAqEJX2sk
380,What is the finance charge on a mortgage?,A finance charge is the total amount of interest and loan charges you would pay over the entire life of the mortgage loan.,UejikRfTEzYf2gx5QU5bfj
381,What should I do if I don’t understand one of my mortgage closing documents?,"If you don't understand a closing document, ask your lender about it right away.",fHZus2orhDNT6sPf2bwYK9
382,I was asked to sign an “ACH authorization” to allow electronic access to my account in order to repay a payday loan. What is that?,"An Automated Clearing House (ACH) authorization is a payment authorization that gives the lender permission to electronically take money from your bank, credit union, or prepaid card account when your payment is due. You can revoke this authorization.",QLPq3ij2fZhPnAGoiEAwX5
383,What is the difference between a payday loan and a deposit advance?,"Payday loans and deposit advances are both short-term, high-cost loans. Some of the key differences are who makes the loans, how the loan is requested, and how they are repaid.",5iAzbu4B9GxEe8FVrn744X
