,query,type,gold_uid
1026,should i purchase an extended warranty from a lender or dealer?,paraphrase,E2fW5hCLT2WaYXGSNbx7XX
1027,Guaranteed Auto Protection,keyword,E2fW5hCLT2WaYXGSNbx7XX
1028,Auto Protection,keyword,E2fW5hCLT2WaYXGSNbx7XX
1029,how can a credit union close a bank's account?,paraphrase,RjvUhYTWAobtUKkRiCRsN7
1030,how do i request a bank to close a checking account when i don't want them to do so?,paraphrase,RjvUhYTWAobtUKkRiCRsN7
1031,is my bankcredit union closing my checking account if i don't want it?,paraphrase,RjvUhYTWAobtUKkRiCRsN7
1032,credit union closed,keyword,RjvUhYTWAobtUKkRiCRsN7
1033,credit union,keyword,RjvUhYTWAobtUKkRiCRsN7
1034,do i have to negotiate my purchase of a new car at the same time as i negotiate the cost of my trade-in or the terms of a loan from the dealer?,paraphrase,degVsrnuM3cnzqcZVNqQC5
1035,vehicle purchase,keyword,degVsrnuM3cnzqcZVNqQC5
1036,negotiate my vehicle,keyword,degVsrnuM3cnzqcZVNqQC5
1037,can i shut down my account anytime?,paraphrase,e9WByZz52cQbCpe3DrPKsd
1038,can i close my account anytime?,paraphrase,e9WByZz52cQbCpe3DrPKsd
1039,is it possible to close an account when you want?,paraphrase,e9WByZz52cQbCpe3DrPKsd
1040,close my account,keyword,e9WByZz52cQbCpe3DrPKsd
1041,close,keyword,e9WByZz52cQbCpe3DrPKsd
1042,can the bankcredit union do that?,paraphrase,gfSgmkcrGkbHjS7D9jHqLh
1043,can your bank or credit union make copies of cancelled checks?,paraphrase,gfSgmkcrGkbHjS7D9jHqLh
1044,can i have copies of my cancelled checks in my bank statement?,paraphrase,gfSgmkcrGkbHjS7D9jHqLh
1045,credit union,keyword,gfSgmkcrGkbHjS7D9jHqLh
1046,longer provides copies,keyword,gfSgmkcrGkbHjS7D9jHqLh
1047,what is a credit union share draft account?,paraphrase,7z2jYhbY4ZiG8DKHh2mSn3
1048,tell me the difference between credit union share draft accounts and checking accounts?,paraphrase,7z2jYhbY4ZiG8DKHh2mSn3
1049,credit union share,keyword,7z2jYhbY4ZiG8DKHh2mSn3
1050,union share draft,keyword,7z2jYhbY4ZiG8DKHh2mSn3
1051,why do i need a co-signer to get approved for a vehicle loan?,paraphrase,XtgGJoXSC3ZPvL4kydNmB5
1052,why does a cosigner need to be signed in order to get credit for a car?,paraphrase,XtgGJoXSC3ZPvL4kydNmB5
1053,why does a co-signer need to be the lender in order to get car financing?,paraphrase,XtgGJoXSC3ZPvL4kydNmB5
1054,vehicle financing,keyword,XtgGJoXSC3ZPvL4kydNmB5
1055,co-signer in order,keyword,XtgGJoXSC3ZPvL4kydNmB5
1056,what should i do if i am asked to sign for a car?,paraphrase,gaFgH8vuo9sffCbwmNuv3m
1057,what should i do if i'm asked to sign a financing document for my car?,paraphrase,gaFgH8vuo9sffCbwmNuv3m
1058,when is the decision to pay for financing a car? what is it for?,paraphrase,gaFgH8vuo9sffCbwmNuv3m
1059,co-sign financing,keyword,gaFgH8vuo9sffCbwmNuv3m
1060,asked to co-sign,keyword,gaFgH8vuo9sffCbwmNuv3m
1061,list the main differences between buying a vehicle and leasing it?,paraphrase,FPSXXEPZjNMXxXxPsgiSbZ
1062,tell me the difference between buying and leasing cars?,paraphrase,FPSXXEPZjNMXxXxPsgiSbZ
1063,show the differences between buying and leasing a car?,paraphrase,FPSXXEPZjNMXxXxPsgiSbZ
1064,buying a vehicle,keyword,FPSXXEPZjNMXxXxPsgiSbZ
1065,differences between leasing,keyword,FPSXXEPZjNMXxXxPsgiSbZ
1066,can the bank refuse to open a checking account for me?,paraphrase,GQeWJ94mk9DxF8Voq67wyn
1067,how can i ask a bank or credit union not to open a checking account with me?,paraphrase,GQeWJ94mk9DxF8Voq67wyn
1068,can a bank or credit union refuse to open a checking account?,paraphrase,GQeWJ94mk9DxF8Voq67wyn
1069,credit union refuse,keyword,GQeWJ94mk9DxF8Voq67wyn
1070,bank or credit,keyword,GQeWJ94mk9DxF8Voq67wyn
1071,is there any law on indorsing a check for payment?,paraphrase,V3rUPuZXDpyKuStjw7bhbE
1072,how does it mean a check is indorsed only for deposit?,paraphrase,V3rUPuZXDpyKuStjw7bhbE
1073,how does it work if a check is used for deposits only?,paraphrase,V3rUPuZXDpyKuStjw7bhbE
1074,indorsed,keyword,V3rUPuZXDpyKuStjw7bhbE
1075,check,keyword,V3rUPuZXDpyKuStjw7bhbE
1076,is this a loan?,paraphrase,FfdgV6YcywtwdDWLrzmpQn
1077,tell me the basic definition of the retail installment sale contract?,paraphrase,FfdgV6YcywtwdDWLrzmpQn
1078,tell me the difference between a retail installment sales contract and a loan?,paraphrase,FfdgV6YcywtwdDWLrzmpQn
1079,retail installment sales,keyword,FfdgV6YcywtwdDWLrzmpQn
1080,installment sales contract,keyword,FfdgV6YcywtwdDWLrzmpQn
1081,tell me the monthly auto loan payments?,paraphrase,CPBnWrScw9jYKSfjeF9cTY
1082,what is included in monthly auto loan payments?,paraphrase,CPBnWrScw9jYKSfjeF9cTY
1083,what is included in monthly auto loan payment?,paraphrase,CPBnWrScw9jYKSfjeF9cTY
1084,auto loan payment,keyword,CPBnWrScw9jYKSfjeF9cTY
1085,monthly auto loan,keyword,CPBnWrScw9jYKSfjeF9cTY
1086,is the price for add-ons such as extended warranty or gap insurance negotiable?,paraphrase,hRUHBSrL8QUsodmwv4nFoU
1087,is price for add-ons such as extended warranty or guaranteed auto protection gap insurance negotiable?,paraphrase,hRUHBSrL8QUsodmwv4nFoU
1088,is the price of add-ons such as extended warranty or guaranteed auto protection gap insurance negotiable?,paraphrase,hRUHBSrL8QUsodmwv4nFoU
1089,Guaranteed Auto Protection,keyword,hRUHBSrL8QUsodmwv4nFoU
1090,Auto Protection,keyword,hRUHBSrL8QUsodmwv4nFoU
1091,My auto loan paperwork said the extended warranty was optional but I was told that I was required to purchase an extended warranty to get the promotional interest rate. Do I have to purchase it?,paraphrase,ew6zpq2QQxfmTpZdgNpH7T
1092,promotional interest rate,keyword,ew6zpq2QQxfmTpZdgNpH7T
1093,auto loan paperwork,keyword,ew6zpq2QQxfmTpZdgNpH7T
1094,tell me the difference between extended vehicle warranty and manufacturer warranty?,paraphrase,CJXBaPH5EDfdhNWRC2jPis
1095,tell me the difference between manufacturer's warranty and extended warranty?,paraphrase,CJXBaPH5EDfdhNWRC2jPis
1096,tell me the difference between an oem manufacturer warranty or extended service contract?,paraphrase,CJXBaPH5EDfdhNWRC2jPis
1097,extended vehicle warranty,keyword,CJXBaPH5EDfdhNWRC2jPis
1098,service contract,keyword,CJXBaPH5EDfdhNWRC2jPis
1099,how can i stop using my private loans?,paraphrase,aFqkSsfRQvrxZdagSe6mwB
1100,how can i fail on my student loans?,paraphrase,aFqkSsfRQvrxZdagSe6mwB
1101,what's the reason you default on a student loan?,paraphrase,aFqkSsfRQvrxZdagSe6mwB
1102,private student loans,keyword,aFqkSsfRQvrxZdagSe6mwB
1103,default,keyword,aFqkSsfRQvrxZdagSe6mwB
1104,what is stafford?,paraphrase,9SWE63gotVxufpq4LE7Kog
1105,tell me the stafford loan?,paraphrase,9SWE63gotVxufpq4LE7Kog
1106,what's a stafford loan?,paraphrase,9SWE63gotVxufpq4LE7Kog
1107,Stafford loan,keyword,9SWE63gotVxufpq4LE7Kog
1108,Stafford,keyword,9SWE63gotVxufpq4LE7Kog
1109,does the department of education collect money from me?,paraphrase,SGaDVpi5rqRGeLFPjvdk2M
1110,how can the us department of education collect student payments?,paraphrase,SGaDVpi5rqRGeLFPjvdk2M
1111,how can the us department of education collect funding from me?,paraphrase,SGaDVpi5rqRGeLFPjvdk2M
1112,Department of Education,keyword,SGaDVpi5rqRGeLFPjvdk2M
1113,Education collect,keyword,SGaDVpi5rqRGeLFPjvdk2M
1114,can a person waive his or her right to a mortgage?,paraphrase,euzwSqCeV5tzBWg7kPNR2U
1115,how can i waive my right to a mortgage rescindment?,paraphrase,euzwSqCeV5tzBWg7kPNR2U
1116,can you waive your right to rescind a mortgage?,paraphrase,euzwSqCeV5tzBWg7kPNR2U
1117,mortgage loan,keyword,euzwSqCeV5tzBWg7kPNR2U
1118,loan,keyword,euzwSqCeV5tzBWg7kPNR2U
1119,i'd like to sue the card issuer and pay for it but they won't take me anywhere are they trying to get me into arbitration?,paraphrase,ScfudJJmePoCYJafWWxHGA
1120,is it right to sue the card issuer who issued the credit card?,paraphrase,ScfudJJmePoCYJafWWxHGA
1121,how should i sue the card issuer that issued my credit card?,paraphrase,ScfudJJmePoCYJafWWxHGA
1122,issuer that issued,keyword,ScfudJJmePoCYJafWWxHGA
1123,issued my credit,keyword,ScfudJJmePoCYJafWWxHGA
1124,what should i do if my card was compromised?,paraphrase,HrwsAr78DWYgLK6p2UiBKB
1125,what should i do if my account is compromised?,paraphrase,HrwsAr78DWYgLK6p2UiBKB
1126,what does it mean if your account is compromised?,paraphrase,HrwsAr78DWYgLK6p2UiBKB
1127,card issuer,keyword,HrwsAr78DWYgLK6p2UiBKB
1128,account number,keyword,HrwsAr78DWYgLK6p2UiBKB
1129,I sent my payment to the card issuer but I: forgot to include the payment stub; sent the payment to the wrong address; sent cash rather than a check; sent a check in foreign currency. What happens?,paraphrase,G56qL7QUkEmmjwXTcsvRrU
1130,payment stub,keyword,G56qL7QUkEmmjwXTcsvRrU
1131,forgot to include,keyword,G56qL7QUkEmmjwXTcsvRrU
1132,tell me the best way to pay your credit card bill when it does not show on my statement?,paraphrase,PWTmHs9xZa2XFxjw2UXv2r
1133,how can i correct a credit card statement when a payment does not show on the statement?,paraphrase,PWTmHs9xZa2XFxjw2UXv2r
1134,what should i do when my credit card does not show my balance?,paraphrase,PWTmHs9xZa2XFxjw2UXv2r
1135,credit card statement,keyword,PWTmHs9xZa2XFxjw2UXv2r
1136,card statement,keyword,PWTmHs9xZa2XFxjw2UXv2r
1137,is there a way to restrict my credit limit?,paraphrase,3XKN5auxqM3aTDHLw9YgN3
1138,what's the best way to reduce my credit limit?,paraphrase,3XKN5auxqM3aTDHLw9YgN3
1139,can my credit card issuer reduce my credit limit?,paraphrase,3XKN5auxqM3aTDHLw9YgN3
1140,card issuer reduce,keyword,3XKN5auxqM3aTDHLw9YgN3
1141,credit card issuer,keyword,3XKN5auxqM3aTDHLw9YgN3
1142,can the terms of my credit card change?,paraphrase,hW2JiaATE4wxxEdFbiAjpt
1143,how do i change the terms of my credit card?,paraphrase,hW2JiaATE4wxxEdFbiAjpt
1144,how can a credit card be changed to suit the new credit card?,paraphrase,hW2JiaATE4wxxEdFbiAjpt
1145,credit card company,keyword,hW2JiaATE4wxxEdFbiAjpt
1146,card company change,keyword,hW2JiaATE4wxxEdFbiAjpt
1147,is it possible for mastercard and visa to increase the interest rate on my card without notice?,paraphrase,3TngVadKsiYhcSH2cg2AtG
1148,if interest rates on the card went up last month but there were no changes how would you like them to do it?,paraphrase,3TngVadKsiYhcSH2cg2AtG
1149,will it be possible for them to increase the interest rate on my card if the cardholder doesn't give me a notice?,paraphrase,3TngVadKsiYhcSH2cg2AtG
1150,interest rate,keyword,3TngVadKsiYhcSH2cg2AtG
1151,notice,keyword,3TngVadKsiYhcSH2cg2AtG
1152,what should i do if i do not receive my bill last month?,paraphrase,UUBvqie2jUGrFd9HWZpbNk
1153,month,keyword,UUBvqie2jUGrFd9HWZpbNk
1154,prior month,keyword,UUBvqie2jUGrFd9HWZpbNk
1155,will my credit score be affected if i don't pay a portion of my bill that i'm disputing?,paraphrase,74Gvh37MLmFufoFuhe5cbc
1156,what happens to my credit score if i don't pay a part of my bill that i dispute?,paraphrase,74Gvh37MLmFufoFuhe5cbc
1157,can i damage my credit score if i do not pay the portion of my credit card that i am disputing?,paraphrase,74Gvh37MLmFufoFuhe5cbc
1158,damage my credit,keyword,74Gvh37MLmFufoFuhe5cbc
1159,credit score,keyword,74Gvh37MLmFufoFuhe5cbc
1160,i have a billing error or dispute with the card issuer how long will the card issuer have to wait to resolve it?,paraphrase,TsYJA6zzLnzCyjGyWYxFrv
1161,how long does it take to get a payment from card issuer to correct a billing issue?,paraphrase,TsYJA6zzLnzCyjGyWYxFrv
1162,can the card issuer resolve the issue in an error?,paraphrase,TsYJA6zzLnzCyjGyWYxFrv
1163,error or dispute,keyword,TsYJA6zzLnzCyjGyWYxFrv
1164,card issuer,keyword,TsYJA6zzLnzCyjGyWYxFrv
1165,can i pay interest on a charge i told them i did not make?,paraphrase,dem8FtPCh9KxASu2UMupp2
1166,can they charge interest on a charge i told them i did not make?,paraphrase,dem8FtPCh9KxASu2UMupp2
1167,make,keyword,dem8FtPCh9KxASu2UMupp2
1168,charge me interest,keyword,dem8FtPCh9KxASu2UMupp2
1169,how do i dispute a charge on my credit card if i still have the card number on my unsecured statement?,paraphrase,ftkucHfTa9DsS7aJ8Z6Fbq
1170,how do i get a charge back if it is still on my credit card?,paraphrase,ftkucHfTa9DsS7aJ8Z6Fbq
1171,can you dispute a charge on your credit card if it shows up on your statement?,paraphrase,ftkucHfTa9DsS7aJ8Z6Fbq
1172,disputed a charge,keyword,ftkucHfTa9DsS7aJ8Z6Fbq
1173,credit card,keyword,ftkucHfTa9DsS7aJ8Z6Fbq
1174,can credit card companies charge me for any of my payment data?,paraphrase,AugBvwpCZyceCM5KRh6LGd
1175,how can my credit card company charge a fee for a payment made over the phone?,paraphrase,AugBvwpCZyceCM5KRh6LGd
1176,why does my credit card company charge me a fee for making a payment over the phone?,paraphrase,AugBvwpCZyceCM5KRh6LGd
1177,credit card company,keyword,AugBvwpCZyceCM5KRh6LGd
1178,card company charge,keyword,AugBvwpCZyceCM5KRh6LGd
1179,how do i forward a billing error notice to my credit card company?,paraphrase,9iHsBQ7MmABNNU4Kbjs4wY
1180,how do i get a notice from the bank about a billing error?,paraphrase,9iHsBQ7MmABNNU4Kbjs4wY
1181,tell me the best way to send my credit card companies a billing error notice?,paraphrase,9iHsBQ7MmABNNU4Kbjs4wY
1182,billing error notice,keyword,9iHsBQ7MmABNNU4Kbjs4wY
1183,credit card company,keyword,9iHsBQ7MmABNNU4Kbjs4wY
1184,i bought something with my credit card when i was traveling abroad and when the bill came there was a 2 percent fee,paraphrase,CLcqmcRBBQ9xgdxxhQd4dX
1185,i bought something with my credit card when i was overseas and when the bill came there was a 2 percent fee,paraphrase,CLcqmcRBBQ9xgdxxhQd4dX
1186,what happened if i bought something with my credit card when i was abroad and when the bill came there was a 2 percent fee?,paraphrase,CLcqmcRBBQ9xgdxxhQd4dX
1187,percent fee,keyword,CLcqmcRBBQ9xgdxxhQd4dX
1188,credit card,keyword,CLcqmcRBBQ9xgdxxhQd4dX
1189,how much time does it take to revoke a contract?,paraphrase,gtNKwdu3Qmep7fRduuMhQ3
1190,how much time do i have to rescind?,paraphrase,gtNKwdu3Qmep7fRduuMhQ3
1191,how long does a rescindation need to take?,paraphrase,gtNKwdu3Qmep7fRduuMhQ3
1192,rescind,keyword,gtNKwdu3Qmep7fRduuMhQ3
1193,long,keyword,gtNKwdu3Qmep7fRduuMhQ3
1194,can i rescind a mortgage loan i borrowed from the bank?,paraphrase,PVudJNoWdRpDQnGdMWqdfE
1195,how can i rescind a mortgage loan?,paraphrase,PVudJNoWdRpDQnGdMWqdfE
1196,how do i rescind a mortgage loan?,paraphrase,PVudJNoWdRpDQnGdMWqdfE
1197,mortgage loan,keyword,PVudJNoWdRpDQnGdMWqdfE
1198,lender or broker,keyword,PVudJNoWdRpDQnGdMWqdfE
1199,what does it mean when my federal student loans can't be paid back?,paraphrase,bckFZHadxh9Nk46rny9CwJ
1200,is it possible to default on a student loan?,paraphrase,bckFZHadxh9Nk46rny9CwJ
1201,how does it affect a student in default on federal student loans?,paraphrase,bckFZHadxh9Nk46rny9CwJ
1202,federal student loans,keyword,bckFZHadxh9Nk46rny9CwJ
1203,default,keyword,bckFZHadxh9Nk46rny9CwJ
1204,what's a cost effective way to manage your mortgage payments?,paraphrase,iRn3ZyotyosnabrgvGG2yR
1205,how do you manage the amount of your monthly mortgage payment?,paraphrase,iRn3ZyotyosnabrgvGG2yR
1206,how do i pay off my monthly mortgage?,paraphrase,iRn3ZyotyosnabrgvGG2yR
1207,monthly mortgage payment,keyword,iRn3ZyotyosnabrgvGG2yR
1208,mortgage payment,keyword,iRn3ZyotyosnabrgvGG2yR
1209,"My payment was returned to me, and the servicer notified me it is no longer servicing my loan. Then I got another notice in the mail saying I was late on my payment, but no one ever notified me that I needed to send my payment somewhere else. What can I do?",paraphrase,Y4CmvS72tJ9kjtuDEoHe5K
1210,servicing my loan,keyword,Y4CmvS72tJ9kjtuDEoHe5K
1211,longer servicing,keyword,Y4CmvS72tJ9kjtuDEoHe5K
1212,how can i find my outstanding credit report?,paraphrase,7yicRjyDJyt5DTDVot6uqc
1213,what do i do if i pay off my home loan but i still have a credit report that is listed as unpaid?,paraphrase,7yicRjyDJyt5DTDVot6uqc
1214,how can i pay off my mortgage that has been paid off but is still marked as outstanding on my credit report?,paraphrase,7yicRjyDJyt5DTDVot6uqc
1215,report as outstanding,keyword,7yicRjyDJyt5DTDVot6uqc
1216,credit report,keyword,7yicRjyDJyt5DTDVot6uqc
1217,how do you fix the problem of a mortgage lender refusing to accept your payments?,paraphrase,G9yXcsc33o6KpoZiunXpWW
1218,how do i get a mortgage servicer that does not take my payments?,paraphrase,G9yXcsc33o6KpoZiunXpWW
1219,what should i do if my mortgage servicer refuses to accept my payment?,paraphrase,G9yXcsc33o6KpoZiunXpWW
1220,mortgage servicer refuses,keyword,G9yXcsc33o6KpoZiunXpWW
1221,accept my payment,keyword,G9yXcsc33o6KpoZiunXpWW
1222,tell me the best solution for foreclosure insurance?,paraphrase,4GyoHA99LdGgnVMNGiHXRb
1223,how do i get a mortgage lender that charges me for insurance?,paraphrase,4GyoHA99LdGgnVMNGiHXRb
1224,what do you do if your mortgage lender charges for force-placed insurance?,paraphrase,4GyoHA99LdGgnVMNGiHXRb
1225,homeowner ’s insurance,keyword,4GyoHA99LdGgnVMNGiHXRb
1226,mortgage lender,keyword,4GyoHA99LdGgnVMNGiHXRb
1227,what will happen if my mortgage company doesn't pay my taxes?,paraphrase,XujiQokLaXdSvKTU3wokjA
1228,how do i find out if my mortgage servicer hasn't paid my taxes?,paraphrase,XujiQokLaXdSvKTU3wokjA
1229,what should i do if my mortgage servicer didn't pay my taxes?,paraphrase,XujiQokLaXdSvKTU3wokjA
1230,pay my taxes,keyword,XujiQokLaXdSvKTU3wokjA
1231,tax bill,keyword,XujiQokLaXdSvKTU3wokjA
1232,is there any way i can get real estate information?,paraphrase,CegNnYBqUbPPXQ8nTFVMsc
1233,how do i find out about my inherited home's mortgage?,paraphrase,CegNnYBqUbPPXQ8nTFVMsc
1234,how do i obtain a mortgage for my house i inherited?,paraphrase,CegNnYBqUbPPXQ8nTFVMsc
1235,home I inherited,keyword,CegNnYBqUbPPXQ8nTFVMsc
1236,mortgage information,keyword,CegNnYBqUbPPXQ8nTFVMsc
1237,i paid my mortgage on time but my servicer received it after the due date and charged me a late fee can my servicer correct this?,paraphrase,LiRHZHwx3SAbGtcLy4Uy7m
1238,late fee,keyword,LiRHZHwx3SAbGtcLy4Uy7m
1239,mailed my mortgage,keyword,LiRHZHwx3SAbGtcLy4Uy7m
1240,how do i send my mortgage payments in a different company?,paraphrase,JacN5tSYLnwaShdMdXbhhx
1241,can i lose my money if i send a new mortgage company?,paraphrase,JacN5tSYLnwaShdMdXbhhx
1242,what happens when my mortgage company changes?,paraphrase,JacN5tSYLnwaShdMdXbhhx
1243,send my mortgage,keyword,JacN5tSYLnwaShdMdXbhhx
